,Unnamed: 0_x,match_id,date,tournament,Unnamed: 0_y,player_id,winner,Unnamed: 0,name,country
16551,7289,m_2002_U_50,2002-08-26,US Open,17375,atp_102035,False,2012,Jonas Bjorkman,SWE
16552,7369,m_2001_U_3,2001-08-27,US Open,7335,atp_102035,True,2012,Jonas Bjorkman,SWE
16553,7456,m_2001_U_90,2001-08-27,US Open,17542,atp_102035,False,2012,Jonas Bjorkman,SWE
16554,7497,m_2000_U_4,2000-08-28,US Open,7463,atp_102035,True,2012,Jonas Bjorkman,SWE
16555,7574,m_2000_U_81,2000-08-28,US Open,17660,atp_102035,False,2012,Jonas Bjorkman,SWE
16598,6645,m_2007_U_41,2007-08-28,US Open,16735,atp_103709,False,3682,Kristian Pless,DEN
16599,6746,m_2006_U_15,2006-08-28,US Open,6714,atp_103709,True,3682,Kristian Pless,DEN
16600,6795,m_2006_U_64,2006-08-31,US Open,16883,atp_103709,False,3682,Kristian Pless,DEN
16601,7042,m_2004_U_57,2004-01-09,US Open,7009,atp_103709,True,3682,Kristian Pless,DEN
16602,7070,m_2004_U_85,2004-03-09,US Open,17157,atp_103709,False,3682,Kristian Pless,DEN
16603,7287,m_2002_U_48,2002-08-26,US Open,7253,atp_103709,True,3682,Kristian Pless,DEN
16604,7331,m_2002_U_92,2002-08-26,US Open,17417,atp_103709,False,3682,Kristian Pless,DEN
16605,7408,m_2001_U_42,2001-08-27,US Open,7374,atp_103709,True,3682,Kristian Pless,DEN
16606,7444,m_2001_U_78,2001-08-27,US Open,17530,atp_103709,False,3682,Kristian Pless,DEN
16630,6392,m_2009_U_42,2009-01-09,US Open,6363,atp_103240,True,3213,Kevin Kim,USA
16631,6419,m_2009_U_69,2009-03-09,US Open,16509,atp_103240,False,3213,Kevin Kim,USA
16632,6766,m_2006_U_35,2006-08-30,US Open,16854,atp_103240,False,3213,Kevin Kim,USA
16633,6916,m_2005_U_58,2005-08-31,US Open,17004,atp_103240,False,3213,Kevin Kim,USA
16634,7517,m_2000_U_24,2000-08-28,US Open,17603,atp_103240,False,3213,Kevin Kim,USA
16651,6617,m_2007_U_13,2007-08-27,US Open,16707,atp_102834,False,2809,Paul Goldstein,USA
16652,6793,m_2006_U_62,2006-08-31,US Open,6761,atp_102834,True,2809,Paul Goldstein,USA
16653,6812,m_2006_U_81,2006-01-09,US Open,16900,atp_102834,False,2809,Paul Goldstein,USA
16654,6891,m_2005_U_33,2005-08-30,US Open,16979,atp_102834,False,2809,Paul Goldstein,USA
16655,7012,m_2004_U_27,2004-08-31,US Open,6979,atp_102834,True,2809,Paul Goldstein,USA
16656,7051,m_2004_U_66,2004-02-09,US Open,17138,atp_102834,False,2809,Paul Goldstein,USA
16657,7537,m_2000_U_44,2000-08-28,US Open,17623,atp_102834,False,2809,Paul Goldstein,USA
16706,6784,m_2006_U_53,2006-08-30,US Open,6752,atp_103292,True,3265,Gaston Gaudio,ARG
16707,6821,m_2006_U_90,2006-01-09,US Open,6789,atp_103292,True,3265,Gaston Gaudio,ARG
16708,6838,m_2006_U_107,2006-04-09,US Open,16926,atp_103292,False,3265,Gaston Gaudio,ARG
16709,6859,m_2005_U_1,2005-08-29,US Open,16947,atp_103292,False,3265,Gaston Gaudio,ARG
16710,7004,m_2004_U_19,2004-08-31,US Open,6971,atp_103292,True,3265,Gaston Gaudio,ARG
16711,7050,m_2004_U_65,2004-02-09,US Open,17137,atp_103292,False,3265,Gaston Gaudio,ARG
16712,7161,m_2003_U_49,2003-08-27,US Open,17247,atp_103292,False,3265,Gaston Gaudio,ARG
16713,7260,m_2002_U_21,2002-08-26,US Open,7226,atp_103292,True,3265,Gaston Gaudio,ARG
16714,7316,m_2002_U_77,2002-08-26,US Open,7282,atp_103292,True,3265,Gaston Gaudio,ARG
16715,7341,m_2002_U_102,2002-08-26,US Open,17427,atp_103292,False,3265,Gaston Gaudio,ARG
16716,7402,m_2001_U_36,2001-08-27,US Open,17488,atp_103292,False,3265,Gaston Gaudio,ARG
16717,7503,m_2000_U_10,2000-08-28,US Open,17589,atp_103292,False,3265,Gaston Gaudio,ARG
16748,6607,m_2007_U_3,2007-08-27,US Open,6577,atp_103018,True,2992,Max Mirnyi,BLR
